phantom,algorithm,n_angles,noise,rmse,ssim,dice
phantom_019.npy,FBP,90,0.0,0.01486407322724754,0.8166556162531444,0.9994225347328374
phantom_019.npy,SIRT,90,0.0,0.011712633889078651,0.9622208540905949,0.9920393982324766
phantom_019.npy,FBP,120,0.0,0.012041010400484511,0.8586204068033927,0.9996602337591737
phantom_019.npy,SIRT,120,0.0,0.01043145767863145,0.9723454563707514,0.9963077131533484
phantom_019.npy,FBP,180,0.0,0.009307928251325497,0.9053584894316598,0.9996941999932044
phantom_019.npy,SIRT,180,0.0,0.009256981868088274,0.9809201696460035,0.9978968792401628
phantom_020.npy,FBP,5,0.0,0.04151192703707108,0.4747139872205787,0.7929746650879923
phantom_020.npy,SIRT,5,0.0,0.0244648094827619,0.6498162479718974,0.951356386631396
phantom_020.npy,FBP,10,0.0,0.04151192370590802,0.47471402775831006,0.7929746650879923
phantom_020.npy,SIRT,10,0.0,0.02446481114934996,0.6498162095744512,0.951356386631396
phantom_020.npy,FBP,20,0.0,0.027532552605928722,0.5146715503622852,0.8879780046605978
phantom_020.npy,SIRT,20,0.0,0.01712164241265341,0.7486772887898613,0.9865091808816652
phantom_020.npy,FBP,30,0.0,0.021800889481346845,0.5583357862007143,0.9241252800529774
phantom_020.npy,SIRT,30,0.0,0.014083895670691812,0.8196453177894537,0.993827739252729
phantom_020.npy,FBP,60,0.0,0.013796581590794955,0.6740178567185053,0.9731464866001359
phantom_020.npy,SIRT,60,0.0,0.010144424111497848,0.9129395535161962,0.9986793851411963
phantom_020.npy,FBP,90,0.0,0.010684540766126426,0.7485377400519445,0.9897450036476849
phantom_020.npy,SIRT,90,0.0,0.008449711139667455,0.9407661762491205,0.9994388443846095
phantom_020.npy,FBP,120,0.0,0.008827871968816951,0.7984846397736254,0.9960747396878082
phantom_020.npy,SIRT,120,0.0,0.007553342691639203,0.9546306950828439,0.9996592281029715
phantom_020.npy,FBP,180,0.0,0.006992927855213497,0.8549100590214531,0.9990731911089676
phantom_020.npy,SIRT,180,0.0,0.006690153763002001,0.9677747187474981,0.999756571948812
